0,P00,Primer 00,1K,0,1,0.0,Yes
1,P01,Primer Gris AKZO 1159,2K,40,1,9.1,Yes
2,P02,Primer Gris AKZO USA 2K,1K,0,0,0.0,Yes
3,P03,Primer Worwag,2K,60,1,9.1,Yes
4,P04,Primer Axalta,1K,0,0,0.0,Yes
5,P05,Primer PPG,1K,0,1,0.0,Yes
6,P06,AD PRO NB COATINGS,1K,0,1,0.0,Yes
7,P07,Primer AKZO 1K BLANCO,1K,0,0,0.0,Yes
8,P08,Primer 08,1K,0,1,0.0,No
9,P09,Primer 09,1K,0,0,0.0,No
10,P10,Primer 10,1K,0,2,50.0,No
